Item ID,Qty,Rate,External ID,Date,Department,Location,Currency,Customer,Gross Amount,Price Level,VAT,PO,Payment Method,Memo,Account,Cus Checking,New Cus Checking
94,1,154.42,JY236206944601,09/02/2022,22,76,CNY,3760095,174.49,Custom,,2458236206984286339,,2458236206984286339,2069,19,Tmall
1790,1,279.53,JY238352144598,06/02/2022,22,76,CNY,3760095,315.87,Custom,,2452238352152714670,,2452238352152714670,2069,19,Tmall
50,1,219.81,JY240042544600,08/02/2022,22,76,CNY,3760095,248.39,Custom,,2456240042592587972,,2456240042592587972,2069,19,Tmall
2981,1,271.26,JY240217644602,10/02/2022,22,76,CNY,3760095,306.52,Custom,,2460240217652472041,,2460240217652472041,2069,19,Tmall
55,1,250.88,JY245254144599,07/02/2022,22,76,CNY,3760095,283.49,Custom,,2455245254110112525,,2455245254110112525,2069,19,Tmall
94,1,153.65,JY245417844598,06/02/2022,22,76,CNY,3760095,173.63,Custom,,2453245417855804944,,2453245417855804944,2069,19,Tmall
3021,1,244.27,JY245694544600,08/02/2022,22,76,CNY,3760095,276.02,Custom,,2456245694558273230,,2456245694558273230,2069,19,Tmall
1367,1,278.78,JY245807244602,10/02/2022,22,76,CNY,3760095,315.02,Custom,,2461245807264770566,,2461245807264770566,2069,19,Tmall
1243,1,120.5,JY245940944602,10/02/2022,22,76,CNY,3760095,136.17,Custom,,2460245940988107955,,2460245940988107955,2069,19,Tmall
58,1,210.96,JY247214744600,08/02/2022,22,76,CNY,3760095,238.39,Custom,,2457247214704316950,,2457247214704316950,2069,19,Tmall
55,1,246.36,JY247959044601,09/02/2022,22,76,CNY,3760095,278.39,Custom,,2460247959013221436,,2460247959013221436,2069,19,Tmall
1243,1,157.96,JY248146844602,10/02/2022,22,76,CNY,3760095,178.49,Custom,,2461248146832436063,,2461248146832436063,2069,19,Tmall
1192,1,323.25,JY249458444602,10/02/2022,22,76,CNY,3760095,365.27,Custom,,1485249458466763488,,1485249458466763488,2069,19,Tmall
60,1,210.96,JY249827244599,07/02/2022,22,76,CNY,3760095,238.39,Custom,,2455249827218786269,,2455249827218786269,2069,19,Tmall
94,1,155.37,JY250976744600,08/02/2022,22,76,CNY,3760095,175.57,Custom,,2455250976796284325,,2455250976796284325,2069,19,Tmall
1956,1,0.0,JY251927844602,10/02/2022,22,76,CNY,3760095,0.0,Custom,,2461251927884268440,,2461251927884268440,2069,19,Tmall
1997,1,0.0,JY251927844602,10/02/2022,22,76,CNY,3760095,0.0,Custom,,2461251927884268440,,2461251927884268440,2069,19,Tmall
1243,1,120.44,JY252052544602,10/02/2022,22,76,CNY,3760095,136.1,Custom,,2459252052572221263,,2459252052572221263,2069,19,Tmall
51,1,246.36,JY256361544600,08/02/2022,22,76,CNY,3760095,278.39,Custom,,1484256361506445981,,1484256361506445981,2069,19,Tmall
91,1,156.86,JY261118144601,09/02/2022,22,76,CNY,3760095,177.25,Custom,,2458261118108528152,,2458261118108528152,2069,19,Tmall
1243,1,153.65,JY261771744601,09/02/2022,22,76,CNY,3760095,173.63,Custom,,1485261771720599885,,1485261771720599885,2069,19,Tmall
60,1,250.37,JY262600244602,10/02/2022,22,76,CNY,3760095,282.92,Custom,,2459262600231008737,,2459262600231008737,2069,19,Tmall
1861,1,118.26,JY263561844598,06/02/2022,22,76,CNY,3760095,133.63,Custom,,2453263561841953948,,2453263561841953948,2069,19,Tmall
58,1,246.36,JY263701744600,08/02/2022,22,76,CNY,3760095,278.39,Custom,,2457263701757681671,,2457263701757681671,2069,19,Tmall
104,1,323.89,JY264158444602,10/02/2022,22,76,CNY,3760095,366.0,Custom,,2460264158417567209,,2460264158417567209,2069,19,Tmall
51,1,246.36,JY266365144600,08/02/2022,22,76,CNY,3760095,278.39,Custom,,2457266365164882226,,2457266365164882226,2069,19,Tmall
